,Downward short-wave radiation flux,High cloud cover,Low cloud cover,Medium cloud cover,Pressure,Pressure reduced to MSL,Relative humidity,Temperature,Total cloud cover,Total precipitation,u-component of wind,v-component of wind
20170401200000,,0.0,16.30859375,25.68359375,101834.14306640625,101865.24047851562,60.029197692871094,288.5990447998047,25.68359375,0.0,3.397862434387207,-9.69694709777832
20170401230000,,0.0,10.64453125,14.599609375,102023.3642578125,102055.74951171875,58.18064022064209,288.7478332519531,14.599609375,0.0,2.082514762878418,-10.368571281433105
20170401210000,,0.0,12.646484375,23.53515625,101890.38696289062,101927.47192382812,58.221720695495605,288.6495361328125,23.53515625,0.0,2.9566822052001953,-9.932560920715332
20170402010000,,0.0,8.935546875,10.9619140625,102128.70483398438,102161.90185546875,57.80383348464966,289.17706298828125,10.9375,0.0,1.3532791137695312,-10.703994750976562
20170401190000,,20.166015625,17.724609375,28.759765625,101795.40405273438,101830.43212890625,60.07602596282959,288.57496643066406,28.759765625,0.0,3.7100772857666016,-9.313138961791992
20170401220000,,0.0,11.03515625,20.556640625,101954.07104492188,101990.52734375,57.82054376602173,288.6057434082031,20.556640625,0.0,2.69820499420166,-10.172022819519043
20170402020000,,0.0,6.8359375,8.9599609375,102145.95336914062,102176.123046875,56.29251480102539,289.4225158691406,8.984375,0.0,0.8323154449462891,-10.572905540466309
20170403010000,,56.494140625,8.6181640625,0.0,102491.78466796875,102529.75463867188,60.929311752319336,291.05499267578125,56.494140625,0.0,-1.3683395385742188,-5.924192428588867
20170403020000,,67.578125,2.9052734375,0.0,102504.35791015625,102532.59887695312,60.706403732299805,291.12481689453125,67.578125,0.0,-1.4191150665283203,-5.4144287109375
20170402230000,,47.705078125,13.18359375,0.0,102383.66088867188,102420.89233398438,60.74517250061035,290.9246826171875,47.705078125,0.0,-0.45095252990722656,-6.745838165283203
20170402200000,,19.82421875,9.5703125,2.099609375,102191.5283203125,102222.5341796875,57.23558712005615,290.8834228515625,19.82421875,0.0,0.7886276245117188,-7.175337791442871
20170402210000,,26.953125,11.181640625,0.048828125,102240.22216796875,102276.28784179688,58.55074739456177,290.9247131347656,26.953125,0.0,0.4048309326171875,-7.138121604919434
20170402220000,,46.484375,12.646484375,0.0,102313.8427734375,102343.12133789062,60.14304256439209,290.8478698730469,46.484375,0.0,-0.049457550048828125,-7.02949333190918
20170403000000,,51.953125,14.1357421875,0.0,102459.66186523438,102489.81323242188,60.95799541473389,290.9858093261719,51.953125,0.0,-0.9396419525146484,-6.479974746704102
20170402190000,,0.0,8.154296875,6.8359375,102165.93627929688,102194.8974609375,55.469879150390625,290.8660888671875,8.154296875,0.0,1.2070589065551758,-7.268670082092285
20170403190000,,33.447265625,20.458984375,16.0400390625,102334.55200195312,102369.28100585938,64.39783191680908,291.0068359375,33.447265625,0.0,-2.8967227935791016,-1.120706558227539
20170404010000,,32.568359375,22.5341796875,24.6826171875,102531.33544921875,102561.74926757812,58.12619209289551,292.2427062988281,32.568359375,0.0,-5.152299880981445,0.27565574645996094
20170403210000,,7.32421875,29.736328125,16.7236328125,102410.80322265625,102440.6005859375,64.00269508361816,291.09765625,29.736328125,0.0,-3.3372106552124023,-1.2365951538085938
20170403230000,,16.162109375,32.51953125,11.1572265625,102492.919921875,102520.947265625,62.89299201965332,291.4857177734375,32.51953125,0.0,-4.367801666259766,-0.5567054748535156
20170404020000,,47.802734375,25.8544921875,22.8515625,102511.99951171875,102545.15991210938,59.014822006225586,292.5218811035156,47.802734375,0.0,-4.998064994812012,0.2125701904296875
20170404000000,,21.923828125,21.484375,5.0537109375,102509.24072265625,102546.71630859375,60.10114669799805,291.902099609375,22.4609375,0.0,-5.162754058837891,0.22654151916503906
20170403200000,,12.841796875,26.416015625,21.38671875,102366.85791015625,102394.15283203125,63.995760917663574,291.0577392578125,26.416015625,0.0,-3.170022964477539,-1.0655937194824219
